,Name,Location,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,0,1,2,3,4,5,6,7,8,9,10
3168,1667,7,2017,48198,17.5,1193,88.7,5.0,7.63,4.65,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3169,1318,4,2015,15000,19.2,2143,170,5.0,0,28.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3170,175,3,2014,80073,17.0,1998,163.7,5.0,0,7.11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3171,1092,5,2013,85388,21.0,1248,73.9,5.0,0,3.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3172,562,6,2017,14700,18.0,1197,81.86,5.0,0,5.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3173,1043,10,2012,150000,28.0,1248,73.75,5.0,7.91,2.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3174,633,8,2011,34994,22.3,1582,126.32,5.0,0,3.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3175,782,3,2014,82536,14.7,2993,270.9,5.0,0,28.63,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3176,1548,4,2013,82000,13.0,1798,157.75,5.0,0,7.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3177,1196,10,2006,52000,18.0,998,67.1,5.0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3178,1832,9,2011,20000,16.4,1198,73.9,5.0,0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3179,467,5,2011,55000,14.0,1799,130.2,5.0,0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3180,1052,0,2015,47001,28.0,1196,63,5.0,5.36,3.72,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3181,1207,2,2014,52000,22.0,998,67.04,5.0,5.51,3.45,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3182,1135,8,2013,43284,23.0,1248,74,5.0,0,4.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3183,520,3,2018,23875,13.0,1591,121.3,5.0,0,14.36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3184,564,1,2016,51866,18.0,1197,82,5.0,0,5.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3185,1379,9,2013,69000,23.0,1461,63.1,5.0,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3186,557,3,2017,62788,18.0,1197,81.86,5.0,8.1,6.08,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3187,1848,2,2013,150000,20.5,1598,103.6,5.0,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3188,1733,7,2015,47566,12.5,2982,168.5,7.0,0,20.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3189,590,2,2002,67000,0.0,999,0,5.0,0,1.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3190,1777,10,2018,20300,11.3,2755,171.5,7.0,20.97,18.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3191,1235,10,2015,48300,20.0,2143,107.3,5.0,0,17.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3192,525,10,2013,30000,21.0,814,55.2,5.0,0,2.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3193,539,1,2012,36000,22.0,1582,126.24,5.0,0,7.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3194,1346,7,2015,27641,20.0,1496,113.98,4.0,34.89,24.77,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3195,1430,1,2015,60000,19.6,1461,108.45,5.0,0,8.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3196,270,2,2019,9000,10.9,3198,197,7.0,0,35.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3197,1696,4,2014,60750,14.2,1798,138.03,5.0,0,10.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3198,922,4,2018,9000,14.0,2179,155,7.0,16.4,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3199,126,8,2012,41100,16.7,2993,261.49,5.0,1.66,26.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3200,1194,0,2004,60000,17.0,1061,64,5.0,0,1.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3201,449,7,2017,38424,17.0,1497,117.3,5.0,0,7.51,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3202,1159,4,2014,50000,22.0,1248,74,5.0,0,4.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3203,456,9,2015,19000,18.0,1497,117.3,5.0,15.29,8.95,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3204,1059,7,2015,58734,20.7,1248,88.76,7.0,0,6.91,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3205,1434,3,2016,65257,19.0,1461,108.45,5.0,0,9.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3206,1137,6,2010,130000,19.0,1248,73.9,5.0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3207,1092,5,2011,79000,23.0,1248,73.94,5.0,0,3.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3208,925,2,2013,78000,15.0,2179,140,7.0,0,10.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3209,391,7,2015,49133,19.0,1198,86.8,5.0,0,4.51,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3210,1299,3,2016,22769,0.0,2987,165,5.0,0,49.22,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3211,1612,3,2014,54448,21.0,1248,88.8,5.0,0,3.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3212,1759,5,2014,158793,12.0,2494,102,7.0,0,12.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3213,1165,4,2015,62088,18.0,1197,85.8,5.0,0,4.15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3214,632,8,2012,14800,17.0,1591,121.3,5.0,0,4.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3215,495,8,2015,26000,17.0,1497,117.3,7.0,0,4.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3216,369,9,2017,32005,18.0,1198,86.7,5.0,0,4.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3217,456,6,2017,35000,18.0,1497,117.3,5.0,14.67,7.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3218,811,10,2015,52000,12.0,2179,187.7,5.0,0,39.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3219,459,9,2017,11000,17.0,1497,117.3,5.0,12.57,8.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3220,1270,6,2008,62000,9.0,2997,231.1,5.0,0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3221,340,2,2002,65134,13.0,1299,70,5.0,0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3222,1736,4,2013,71000,13.0,2982,168.5,7.0,0,15.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3223,950,5,2008,51366,19.0,998,66.1,5.0,0,2.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3224,1645,8,2016,46300,14.0,1948,83.1,7.0,0,4.85,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3225,427,3,2012,60908,15.0,1497,116.3,5.0,0,6.42,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3226,1386,2,2012,93450,23.1,1461,63.12,5.0,9.48,2.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3227,654,5,2011,104000,19.0,1582,126.32,5.0,0,5.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3228,945,10,2003,52000,16.0,796,37,4.0,0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3229,925,3,2015,42999,15.0,2179,140,7.0,0,11.52,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3230,1109,4,2014,90000,21.0,1248,88.8,5.0,0,4.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3231,766,1,2013,72000,15.0,1396,98.6,5.0,0,4.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3232,511,3,2019,54321,19.6,1582,126.2,5.0,0,13.54,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3233,1274,7,2015,59630,13.0,2143,201.1,5.0,0,23.41,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3234,1733,5,2013,116000,12.5,2982,168.5,7.0,0,19.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3235,1861,0,2015,34000,9.0,1984,181,5.0,0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3236,1254,4,2011,70000,14.2,2143,203,5.0,0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3237,349,2,2010,80000,10.0,2354,180,5.0,0,3.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3238,367,10,2015,110000,25.0,1498,98.6,5.0,0,4.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3239,1047,0,2013,56454,28.0,1248,73.75,5.0,8.95,4.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3240,1151,8,2013,60000,18.0,1197,85.8,5.0,0,3.15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3241,1694,4,2013,56000,14.5,1798,138.1,5.0,0,8.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3242,826,1,2012,63000,11.4,4367,335.3,5.0,0,65.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3243,1159,2,2012,63000,22.0,1248,74,5.0,0,4.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3244,791,8,2017,15050,16.0,1956,170,5.0,23.19,17.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3245,1168,9,2016,29401,20.0,1197,81.80,5.0,0,4.31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3246,472,7,2016,25238,18.0,1199,88.7,5.0,0,6.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3247,1712,2,2011,79000,23.5,1364,0,5.0,0,4.67,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3248,1834,7,2011,58752,16.4,1198,73.9,5.0,0,3.32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3249,465,4,2011,62000,12.0,1799,130,5.0,0,3.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3250,1710,1,2013,132000,16.7,1496,88.73,5.0,0,4.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3251,636,2,2016,51000,17.0,1591,121.3,5.0,0,6.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3252,1751,5,2009,185200,12.0,2494,102,8.0,0,7.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3253,1108,3,2016,61717,22.0,1598,118,5.0,0,8.94,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3254,337,8,2018,8896,19.0,1194,94.68,5.0,8.24,7.34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3255,977,4,2016,17000,21.0,1197,83.1,5.0,0,6.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3256,486,9,2016,31378,18.0,1199,88.7,5.0,8.71,5.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3257,628,10,2013,114000,22.3,1582,126.3,5.0,0,6.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3258,378,0,2014,81000,25.0,1498,98.6,5.0,0,4.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3259,45,9,2017,31000,18.5,1968,147.51,5.0,44.75,27.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3260,1536,9,2014,35000,15.0,1598,103.52,5.0,0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3261,8,8,2013,60001,17.1,1968,174.33,5.0,0,14.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3262,1135,6,2014,75074,23.0,1248,74,5.0,0,5.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3263,1582,8,2012,80000,22.0,1248,74,5.0,0,1.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3264,1747,6,2006,147350,12.9,2494,100.6,8.0,0,4.95,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3265,1438,5,2013,60000,19.6,1461,108.45,5.0,0,7.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3266,1278,8,2015,7501,10.0,2996,333,4.0,87.57,48.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3267,367,4,2015,58000,25.0,1498,98.6,5.0,0,4.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3268,1294,3,2018,29277,11.5,2987,254.79,5.0,95.13,59.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3269,1092,7,2015,57034,23.0,1248,73.94,5.0,0,4.38,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3270,1033,7,2016,40810,28.0,1248,88.5,5.0,0,7.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3271,594,1,2008,35268,0.0,1086,62,5.0,0,1.88,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3273,986,3,2018,34630,21.0,1197,83.1,5.0,8.57,7.29,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3274,300,5,2012,45122,23.0,1498,88.7,5.0,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3275,924,2,2011,126000,16.0,2179,140,7.0,0,6.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3276,970,6,2009,63000,19.0,796,46.3,5.0,0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3277,1346,7,2016,32298,20.0,1496,113.98,4.0,35,23.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3278,925,7,2014,63288,15.0,2179,140,7.0,0,7.77,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3279,597,3,2012,43337,17.9,1086,62.1,5.0,0,3.32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3280,1159,7,2015,46561,22.0,1248,74,5.0,0,4.94,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3281,1235,4,2013,34000,20.0,2143,107.3,5.0,0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3282,1459,5,2016,48000,25.1,799,53.3,5.0,0,3.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3283,1159,7,2013,56263,22.0,1248,74,5.0,0,4.17,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3284,1228,5,2005,84060,17.0,993,60,5.0,0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3285,575,9,2016,9000,18.0,1197,82,5.0,0,5.45,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3286,1609,6,2012,79000,21.1,1248,88.8,5.0,0,2.59,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3287,918,10,2015,87900,16.0,2179,140,7.0,0,12.01,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3288,1127,4,2010,72425,17.0,1197,85.8,5.0,0,2.45,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3289,47,1,2015,38000,15.7,1968,174.33,5.0,0,29.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3290,284,5,2008,83000,17.0,1399,0,5.0,0,2.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3291,1322,5,2010,107000,14.8,2143,170,5.0,0,11.99,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3292,446,4,2015,51000,18.0,1497,117.3,5.0,0,7.9,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3293,1756,10,2010,140000,12.0,2494,102,7.0,0,6.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3294,170,10,2011,48000,18.0,1199,79.4,5.0,0,1.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3295,1200,4,2013,62000,37.24,998,58.16,5.0,0,2.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3296,471,9,2015,31000,18.0,1199,88.7,5.0,0,4.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3297,1383,6,2010,75055,18.0,1198,75,5.0,0,2.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3298,1022,3,2017,51210,19.1,1373,91.1,5.0,0,8.89,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3299,1733,9,2012,87000,12.5,2982,168.5,7.0,0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3300,232,8,2018,17000,26.0,1498,99,5.0,7.56,5.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3301,1064,6,2014,57000,20.7,1248,88.8,7.0,0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3302,956,5,2016,9370,22.7,796,47.3,5.0,0,2.95,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3303,394,2,2013,53226,19.0,1198,86.8,5.0,0,3.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3304,655,5,2010,120000,16.0,1493,110,5.0,0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3305,417,6,2007,75055,12.0,1493,100,5.0,0,2.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3306,511,3,2017,37247,19.6,1582,126.2,5.0,0,13.69,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3307,1719,4,2013,64000,23.5,1364,67.06,5.0,0,3.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3308,614,9,2014,12000,13.4,2359,198.25,5.0,0,12.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3309,512,10,2017,40158,19.6,1582,126.2,5.0,0,13.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3310,472,2,2017,11000,18.0,1199,88.7,5.0,0,6.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3311,1847,2,2014,70010,20.5,1598,103.6,5.0,0,5.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3312,921,9,2015,82000,16.0,2179,140,7.0,0,8.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3313,902,7,2017,57259,18.4,1493,100,7.0,0,8.87,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3314,354,1,2010,84000,11.0,2354,142,5.0,0,6.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3315,1059,10,2012,168000,20.7,1248,88.76,7.0,0,4.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3316,900,5,2012,73670,12.8,2696,162,7.0,0,12.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3317,1733,4,2014,89540,12.5,2982,168.5,7.0,0,16.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3318,1064,5,2016,85423,20.7,1248,88.8,7.0,0,8.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3319,540,10,2013,48823,19.0,1582,126.24,5.0,0,8.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3320,698,8,2011,35082,20.3,1197,78.9,5.0,0,2.21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3321,1086,6,2012,126000,16.0,796,34.2,5.0,0,1.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3322,374,4,2016,19000,15.0,1198,86.7,5.0,0,6.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3323,465,9,2007,69000,12.0,1799,130,5.0,0,2.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3324,1242,7,2019,29836,17.0,2143,136,5.0,43.07,25.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3325,1540,0,2010,48002,13.1,1798,157.8,5.0,0,6.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3326,1033,0,2015,52324,28.0,1248,88.5,5.0,0,6.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3327,258,4,2013,65000,22.0,1498,89.84,5.0,0,5.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3328,1298,9,2009,66000,8.0,2987,224.34,5.0,0,10.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3329,571,5,2016,75700,24.0,1120,70,5.0,0,5.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3330,1846,1,2013,43000,20.0,1598,105,5.0,0,5.95,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3331,167,7,2012,42706,25.4,936,56.3,5.0,0,2.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3332,858,9,2013,35000,17.2,1493,100,7.0,0,3.49,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3333,688,5,2011,54348,19.0,1197,80,5.0,0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3334,1716,4,2013,84000,23.5,1364,67.04,5.0,7.83,3.85,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3335,1685,9,2010,63298,14.5,1794,138.1,5.0,0,3.95,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3336,698,6,2013,75049,20.3,1197,78.9,5.0,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3337,317,7,2018,24237,18.1,1196,86.8,5.0,0,6.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3338,1098,3,2016,22767,18.0,1197,85.80,5.0,0,6.14,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3339,766,1,2012,58000,15.0,1396,98.6,5.0,0,4.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3340,1129,10,2017,57000,26.5,1248,74,5.0,0,4.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3341,124,7,2010,50161,8.7,4395,402,5.0,0,25.93,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3342,1102,8,2016,45000,22.0,1598,118,5.0,0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3343,1737,3,2017,68319,12.5,2982,168.5,7.0,0,25.12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3344,524,7,2017,30711,20.0,998,68.05,5.0,0,4.45,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3345,725,8,2011,38277,21.0,1396,90,5.0,0,2.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3346,1848,10,2012,115000,20.5,1598,103.6,5.0,0,4.33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
